Location,VIN,Vehicle Name,Make,Status,Compliant,Calibration Version,IsActive,Economy,Idle Reduction,Reverse Speed Li,Spark Advance,Speed Limit,TCU Economy,TCU Speed Limit
129 - Indianapolis IN,NM0LS7E25M1500940,91901,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
131 - New York City NY,1FTYE1Y8XMKA07438,91928,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
131 - New York City NY,NM0LS7E26M1500932,91896,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
132 - Fort Lauderdale FL,NM0LS7E27M1500776,91854,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,Disabled,No Option Available,85 MPH,No Option Available,No Option Available
133 - Allentown PA,1FTYE1Y81MKA07442,91972,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
133 - Allentown PA,1FTYE1Y8XMKA07441,91966,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
140 - Portland OR,1FTYE1Y84MKA38569,93753,Ford,FACTORY SETTINGS,0,1.001FRWVA,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
140 - Portland OR,1FTYE1Y86MKA07923,91993,Ford,DERIVE OPTIMIZED,1,1.001FRWVA,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
140 - Portland OR,NM0LS7E26M1500798,91883,Ford,FACTORY SETTINGS,0,1.001FRWVA,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
142 - Raleigh NC,1FTYE1Y89MKA07446,91950,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
142 - Raleigh NC,1FTYR1ZM0KKB02040,500169,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
142 - Raleigh NC,1FTYR1ZM8KKB34797,500166,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
143 - St Petersburg FL,1FTYE1Y83MKA07457,91942,Ford,FACTORY SETTINGS,0,2.266FFDE,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
143 - St Petersburg FL,1FTYE1Y84MKA38507,93739,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
143 - St Petersburg FL,1FTYR1YM0JKA46469,93686,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,Disabled,80 MPH,No Option Available,No Option Available
143 - St Petersburg FL,1FTYR1YM9JKA46468,A46468,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,Maximum,80 MPH,No Option Available,No Option Available
143 - St Petersburg FL,1FTYR1ZM5HKA77676,A77676,Ford,FACTORY SETTINGS,0,2.266FFDE,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
143 - St Petersburg FL,1FTYR1ZM7HKA69823,A69823,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
143 - St Petersburg FL,1FTYR1ZM7JKA88796,93685,Ford,FACTORY SETTINGS,0,2.266FFDE,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
143 - St Petersburg FL,NM0LS7E21M1500935,91898,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,Disabled,No Option Available,80 MPH,No Option Available,No Option Available
145 - Columbia SC,NM0LS7E27L1435488,90960,Ford,DERIVE OPTIMIZED,1,1.001FRWVA,Yes,Maximum,Maximum,Disabled,No Option Available,85 MPH,No Option Available,No Option Available
146 - Augusta GA,NM0LS7E27M1500924,91871,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,Enabled,No Option Available,90 MPH,No Option Available,No Option Available
147 - Macon GA,1FTYE1Y80MKA07450,91947,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Minimum,Disabled,No Option Available,No Option Available,82 MPH,No Option Available,No Option Available
148 - Savannah GA,1FTYE1Y82MKA07451,91982,Ford,DERIVE OPTIMIZED,1,1.001FRWVA,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
149 - Baltimore MD,1FTYE1Y85MKA07458,91965,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,75 MPH,No Option Available,No Option Available
149 - Baltimore MD,1FTYE1ZM0HKA20443,83171,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,Disabled,70 MPH,No Option Available,No Option Available
149 - Baltimore MD,1FTYE9ZM3GKB06214,83172,Ford,RETURNED TO FACTORY SETTINGS,0,2.266FFDE,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
149 - Baltimore MD,NM0LS7E23M1490425,93769,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,Disabled,No Option Available,75 MPH,No Option Available,No Option Available
151 - Jacksonville FL,NM0LS7E20M1500781,91859,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
158 - Harrisburg PA,1FTYE1Y88MKA07440,91927,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
158 - Harrisburg PA,NM0LE6E77E1155229,155229,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,No Option Available,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
161 - St Louis MO,1FDWE3FLXGDC16838,67484S,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Disabled,Maximum,No Option Available,Disabled,85 MPH,No Option Available,85 MPH
161 - St Louis MO,1FTYR2CM3GKB22031,B22031,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Disabled,Disabled,No Option Available,Disabled,85 MPH,No Option Available,No Option Available
162 - Bangor ME,NM0LS7E29L1435783,90102,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,Disabled,No Option Available,85 MPH,No Option Available,No Option Available
163 - Portland ME,1FTYE1Y89MKA07429,91977,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
164 - Alaska AK,1GTS8AF40E1109383,10938R,GMC,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
165 - Olympia WA,1FTYE1Y84MKA07922,92000,Ford,DERIVE OPTIMIZED,1,1.001FRWVA,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
166 - Flint MI,NM0LS7E23L1464454,93032,Ford,DERIVE OPTIMIZED,1,1.001FRWVA,Yes,Maximum,Maximum,Disabled,No Option Available,85 MPH,No Option Available,No Option Available
168 - Chattanooga TN,NM0LS7E28M1500804,91880,Ford,FACTORY SETTINGS,0,2.266FFDE,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
175 - Oklahoma City OK,1FM5K7D87HGB71304,B71304,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
175 - Oklahoma City OK,1FTYE1Y86MKA38539,93757,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
175 - Oklahoma City OK,1FTYE1ZM4HKA60797,A60797,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
178 - Santa Barbara CA,NM0LS7E28M1496866,95245,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,Enabled,No Option Available,80 MPH,No Option Available,No Option Available
181 - Bronx NY,1FTYE1Y81MKA07439,91979,Ford,DERIVE OPTIMIZED,1,2.267FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,80 MPH,No Option Available,No Option Available
186 - Forth Worth TX,1FTMF1C88GKE54051,E54051,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
186 - Forth Worth TX,1FTMF1CB4KKD33330,84794,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
189 - Toledo Access OH,1FTFW1ET2DFC93985,85906,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
189 - Toledo Access OH,1GDGG31C781913814,913814,GMC,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
189 - Toledo Access OH,1GDHG31UX41905388,905388,GMC,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
202 - Ft Myers FL,NM0LS7E27M1500941,91902,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
204 - Baton Rouge LA,1FTYE1Y84MKA07452,91981,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,80 MPH,No Option Available,No Option Available
204 - Baton Rouge LA,1FTYE1Y89MKA07477,91985,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
215 - San Angelo TX,1FTYE1Y85MKA38547,93740,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
216 - Brownwood TX,1FTYR1YM2HKA91584,A91584,Ford,DERIVE OPTIMIZED,1,1.001FRWVA,Yes,Maximum,Maximum,No Option Available,Disabled,85 MPH,No Option Available,No Option Available
217 - Corpus Christi TX,1FTNE1ZM7FKA58364,A58364,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,Disabled,75 MPH,No Option Available,No Option Available
217 - Corpus Christi TX,NM0LS7E22K1422128,93689,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
217 - Corpus Christi TX,NM0LS7E27M1500793,91888,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
217 - Corpus Christi TX,NM0LS7S22N1506667,,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,Enabled,No Option Available,85 MPH,No Option Available,No Option Available
218 - San Antonio West TX,1FTYE1Y84MKA38538,93742,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
219 - Arlington TX,1FTYE1Y87MKA38534,93743,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
219 - Arlington TX,1FTYE1Y89MKA38535,93744,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
220 - Temple TX,1FTYE1Y83MKA38546,93745,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,82 MPH,No Option Available,No Option Available
220 - Temple TX,1FTYE1Y84MKA07483,91943,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
220 - Temple TX,1FTYR1ZM6JKA88997,93690,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,Disabled,82 MPH,No Option Available,No Option Available
221 Houston West TX,1FTYE1Y80MKA38536,93746,Ford,FACTORY SETTINGS,1,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
221 Houston West TX,1FTYE1Y82MKA38537,93747,Ford,FACTORY SETTINGS,1,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
221 Houston West TX,1FTYR1ZM8KKA89103,500165,Ford,FACTORY SETTINGS,1,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
221 Houston West TX,NM0LS7E21K1386142,93691,Ford,FACTORY SETTINGS,1,1.001FRWVA,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
221 Houston West TX,NM0LS7E24M1500928,91892,Ford,FACTORY SETTINGS,1,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
221 Houston West TX,NM0LS7E2XM1500934,91905,Ford,FACTORY SETTINGS,1,1.001FRWVA,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
221 Houston West TX,NM0LS7S28N1506673,,Ford,RETURNED TO FACTORY SETTINGS,1,1.001FRWVA,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
223 - Austin North TX,1FTYE1Y86MKA38542,93748,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
223 - Austin North TX,1FTYE1Y88MKA38543,93749,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
226 - Portland North OR,1FTYE1Y80MKA38570,93754,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
232 - San Antonio North TX,1FTYR1ZM5HKB00146,B00146,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,Disabled,80 MPH,No Option Available,No Option Available
237 - Post Falls ID,1FTYE1Y86MKA38573,93751,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,80 MPH,No Option Available,No Option Available
244 - Seattle WA,1FTYE1Y82MKA38571,93756,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
244 - Seattle WA,NM0LS7E20M1500943,91904,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
244 - Seattle WA,NM0LS7E23M1500810,91877,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Maximum,Enabled,No Option Available,85 MPH,No Option Available,No Option Available
245 - Eugene OR,NM0LS7E29M1500777,91855,Ford,FACTORY SETTINGS,0,1.001FRWVA,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
250 - Albany Access NY,1FTYR1ZM1JKB37930,B37930,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
253 - Mount Vernon WA,1FTYE1Y84MKA38572,93750,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
254 - Kennewick WA,1FTYE1Y88MKA38574,93752,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
255 - Concord NH,1GTN2TEC3EZ321814,321814,GMC,DERIVE OPTIMIZED,1,2.170FGME,Yes,No Option Available,Disabled,No Option Available,No Option Available,100 MPH,Disabled,No Option Available
255 - Concord NH,1GTZ7GFG1G1208926,208926,GMC,DERIVE OPTIMIZED,1,2.170FGME,Yes,Disabled,Disabled,No Option Available,Disabled,100 MPH,Disabled,Disabled
255 - Concord NH,NM0LS7E26M1500784,91862,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Maximum,Disabled,Enabled,No Option Available,75 MPH,No Option Available,No Option Available
256 - Parma OH,1FTNE2EW5EDA10099,A10099,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
256 - Parma OH,1FTYR1YM9KKA55804,A55804,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
258 - Columbus West OH,1FTNE2EW4CDA83591,,Ford,DERIVE OPTIMIZED,1,2.266FFDE,Yes,Disabled,Disabled,No Option Available,Disabled,90 MPH,No Option Available,75 MPH
258 - Columbus West OH,1FTYR1YM4KKB51095,501172,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
258 - Columbus West OH,1FTYR1ZM3KKB21438,501173,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
258 - Columbus West OH,1FTYR2XMXJKA10540,A10540,Ford,FACTORY SETTINGS,0,2.266FFDE,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
258 - Columbus West OH,1FTYR2ZM8JKA71818,A71818,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
258 - Columbus West OH,1GTW7FCF0F1904524,,GMC,DERIVE OPTIMIZED,1,2.170FGME,Yes,Minimum,Medium,No Option Available,Minimum,70 MPH,Medium,Disabled
258 - Columbus West OH,1GTW7FCF1F1903320,85468,GMC,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
265 - Gulf Breeze FL,NM0LS6E20L1439702,439702,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
265 - Gulf Breeze FL,NM0LS6E24L1447026,447026,Ford,FACTORY SETTINGS,0,STOCK,Yes,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available,No Option Available
122 - Woburn,1FTYE1Y80MKA07416,91971,Ford,DERIVE OPTIMIZED,1,1.001FRWVA,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
122 - Woburn,1FTYE1Y86MKA07419,91929,Ford,DERIVE OPTIMIZED,1,1.001FRWVA,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
122 - Woburn,1FTYE1Y89MKA07415,91934,Ford,DERIVE OPTIMIZED,1,1.001FRWVA,Yes,Maximum,Maximum,No Option Available,No Option Available,85 MPH,No Option Available,No Option Available
