VIN,Date Time,Odometer,Miles Driven,Fuel Type,Units,Price Per Unit,Total Amount,Non-Fuel Transaction
3N6CM0KN9JK691742,7/12/2022,"77,185",189,Regular,11,$4.32,$49.53,No
1N6BF0KY8JN800640,7/5/2022,"67,172",359,Regular,22,$4.65,$103.29,No
1N6BF0KY8JN800640,7/8/2022,"67,488",316,Regular,22,$4.42,$95.86,No
3N6CM0KN9JK691756,7/6/2022,"70,137",276,Regular,13,$4.30,$54.55,No
3N6CM0KN6JK691679,7/11/2022,"89,522",387,Regular,10,$4.36,$41.68,No
3N6CM0KN6JK691679,7/13/2022,"89,372",207,Regular,9,$4.10,$38.44,No
3N6CM0KN6JK691679,7/14/2022,"89,974",245,Regular,11,$4.30,$47.61,No
3N6CM0KN6JK691679,7/14/2022,"69,481",266,Regular,12,$4.10,$49.22,No
3N6CM0KN2JK691792,7/6/2022,"117,513",243,Regular,11,$4.02,$44.46,No
3N6CM0KN2JK691792,7/11/2022,"117,759",246,Regular,11,$3.79,$42.90,No
3N6CM0KN2JK691792,7/13/2022,"118,045",286,Regular,11,$4.46,$51.03,No
3N6CM0KN2JK691792,7/14/2022,"118,252",207,Regular,10,$4.20,$42.46,No
1N6BF0KY2HN807495,7/1/2022,"16,040",191,Regular,11,$4.38,$50.00,No
1N6BF0KY2HN807495,7/11/2022,"160,528",152,Regular,9,$4.18,$38.00,No
1N6BF0KY2HN807495,7/12/2022,"160,733",205,Regular,12,$4.18,$50.00,No
1N6BF0KY2HN807495,7/14/2022,"160,920",187,Regular,12,$4.18,$49.50,No
1N6BF0KY6HN806429,7/12/2022,"132,875",195,Regular,12,$4.48,$53.90,No
1N6BF0KY5HN807684,7/7/2022,"100,789",341,Regular,24,$4.85,$116.71,No
1N6BF0KY5HN806406,7/5/2022,"142,610",342,Regular,23,$4.85,$111.71,No
1FDWE3FS8HDC24770,7/8/2022,"89,200",266,Regular,29,$5.05,$146.36,No
1FDWE3FS8HDC24770,7/11/2022,"89,489",289,Regular,31,$4.75,$149.42,No
1FDWE3FS8HDC24770,7/13/2022,"89,663",174,Regular,21,$5.05,$107.88,No
1N6BF0KY5HN806406,7/8/2022,"142,963",353,Regular,24,$4.80,$116.03,No
1N6BF0KY5HN806406,7/11/2022,"143,328",365,Regular,22,$4.75,$106.72,No
1N6BF0KY5HN806406,7/14/2022,"143,670",342,Regular,23,$4.59,$104.60,No
1N6BF0KM9HN804218,7/1/2022,"86,450",300,Regular,23,$4.66,$108.42,No
1N6BF0KM9HN804218,7/8/2022,"86,736",286,Regular,22,$4.36,$98.04,No
1N6BF0KM9HN804218,7/13/2022,"87,055",319,Regular,20,$4.24,$84.93,No
1FDWE3FS8HDC24770,7/2/2022,"88,788",226,Regular,14,$5.20,$71.77,No
1FDWE3FS8HDC24770,7/7/2022,"88,934",271,Regular,29,$4.90,$143.44,No
1N6BF0KM5HN810873,7/14/2022,"175,388",250,Regular,16,$4.69,$76.35,No
1N6BF0KY7HN811008,7/7/2022,"94,280",305,Regular,23,$6.20,$144.39,No
2C4RDGBG2HR646401,7/11/2022,"108,683",301,Mid-Grade,17,$4.65,$77.94,No
3N6CM0KN8HK705205,7/1/2022,"82,101",274,Regular,12,$6.20,$72.60,No
3N6CM0KN8HK705205,7/11/2022,"82,356",255,Regular,10,$6.16,$62.70,No
,,,,,,,,
1N6BF0KM5HN810873,7/6/2022,"174,861",260,Regular,18,$4.60,$81.00,No
1N6BF0KM5HN810873,7/8/2022,"175,138",277,Regular,18,$4.80,$86.50,No
,,,,,,,,
1N6BF0KM2HN810863,7/6/2022,"69,052",230,Mid-Grade,12,$4.80,$57.29,No
1N6BF0KM2HN810863,7/7/2022,"69,217",165,Regular,9,$4.40,$41.29,No
,,,,,,,,
3N6CM0KNXHK708137,7/11/2022,"94,221",245,Regular,10,$4.96,$48.46,No
1N6BF0KM2HN810863,7/8/2022,"69,247",329,Regular,17,$4.29,$73.33,No
1N6BF0KM2HN810863,7/8/2022,"69,405",158,Regular,10,$4.50,$45.51,No
1N6BF0KM2HN810863,7/11/2022,"70,152",214,Regular,11,$4.40,$48.84,No
1N6BF0KM2HN810863,7/12/2022,"69,602",286,Regular,15,$4.36,$64.81,No
5TDJZ3DC2HS173432,7/11/2022,"89,232",161,Regular,8,$5.30,$44.22,No
1N6BF0KM1JN800685,7/8/2022,"90,555",320,Regular,22,$4.84,$105.20,No
1N6BF0KM6JN800813,7/5/2022,0,157,Regular,11,$4.50,$47.47,No
1N6BF0KM6JN800813,7/7/2022,0,305,Regular,20,$4.45,$91.09,No
1N6BF0KM6JN800813,7/12/2022,0,285,Regular,19,$4.30,$82.34,No
1N6BF0KM6JN800813,7/14/2022,0,168,Regular,11,$4.30,$48.63,No
,,,,,,,,
5TDJZ3DC4HS184805,7/1/2022,"124,235",346,Regular,15,$4.85,$72.86,No
5TDJZ3DC4HS184805,7/6/2022,"124,484",249,Regular,10,$4.80,$46.10,No
5TDJZ3DC4HS184805,7/8/2022,"124,725",241,Regular,12,$4.79,$55.90,No
,,,,,,,,
3N6CM0KNXHK708137,7/5/2022,"93,779",202,Regular,8,$5.10,$41.15,No
3N6CM0KNXHK708137,7/8/2022,"93,973",194,Regular,8,$4.86,$39.69,No
3N6CM0KN0HK711743,7/6/2022,"90,157",255,Regular,12,$4.50,$53.59,No
5TDJZ3DC2HS173432,7/6/2022,"89,071",249,Regular,15,$5.50,$81.34,No
5TDKZ3DC3HS777429,7/11/2022,"93,104",386,Regular,16,$3.96,$63.00,No
1N6BF0KY6HN810657,7/5/2022,0,327,Regular,23,$4.86,$111.10,No
1N6BF0KY6HN810657,7/11/2022,"119,583",316,Regular,22,$4.69,$103.78,No
1N6BF0KY6HN810657,7/14/2022,0,297,Regular,21,$4.70,$97.78,No
,,,,,,,,
3N6CM0KN6HK721015,7/6/2022,"1,154",263,Regular,11,$6.10,$65.15,No
,,,,,,,,
3N6CM0KN6HK721015,7/12/2022,"1,494",340,Regular,14,$5.60,$76.16,No
1N6BF0KY1HN807763,7/6/2022,"11,265",318,Regular,23,$4.80,$108.18,No
1N6BF0KY1HN807763,7/11/2022,"112,752",303,Regular,21,$4.76,$102.10,No
1N6BF0KY1HN807763,7/13/2022,0,311,Regular,22,$4.70,$103.66,No
1N6BF0KY1JN801421,7/1/2022,"130,300",300,Diesel,40,$5.10,$205.61,No
1N6BF0KY4HN810916,7/6/2022,"122,634",353,Regular,22,$4.30,$96.41,No
1N6BF0KY4HN810916,7/8/2022,"122,984",350,Regular,24,$4.40,$104.72,No
1N6BF0KY4HN810916,7/13/2022,"123,322",338,Regular,21,$4.25,$91.09,No
1N6BF0LY0HN810152,7/1/2022,"35,214",354,Regular,23,$4.80,$112.76,No
1N6BF0LY0HN810152,7/7/2022,"85,645",351,Regular,23,$4.80,$111.76,No
,,,,,,,,
1N6BF0KM5JN801435,7/7/2022,"89,430",163,Regular,11,$5.22,$56.51,No
1N6BF0KM5JN801435,7/13/2022,"90,815",304,Regular,20,$5.60,$112.46,No
1N6BF0KM9JN801423,7/8/2022,"44,166",434,Regular,23,$4.60,$104.39,No
1N6BF0KM9JN801423,7/12/2022,"44,873",707,Regular,21,$4.86,$103.33,No
1N6BF0KM3JN800705,7/7/2022,"104,229",305,Regular,21,$4.63,$95.73,No
1N6BF0KM3JN800705,7/14/2022,"104,554",325,Regular,21,$4.47,$96.05,No
2C4RDGBG3JR134314,7/7/2022,"97,449",382,Regular,17,$4.40,$76.34,No
2C4RDGBG3JR134314,7/12/2022,"97,821",372,Regular,14,$4.30,$61.89,No
1N6BF0KM6JN801539,7/11/2022,"42,611",324,Regular,24,$4.30,$102.05,No
3N6CM0KN6HK721970,7/8/2022,"62,474",278,Regular,10,$5.30,$54.45,No
2C4RDGBG3JR134314,7/5/2022,"97,067",349,Regular,16,$4.44,$71.79,No
1N6BF0KY5JN802622,7/6/2022,"163,022",323,Regular,24,$4.28,$102.82,No
1N6BF0KY5JN802622,7/8/2022,"163,361",339,Regular,23,$4.34,$99.00,No
1N6BF0KY5JN802622,7/12/2022,"163,634",273,Regular,22,$4.15,$91.31,No
1N6BF0KY5JN802622,7/1/2022,0,317,Regular,24,$4.46,$104.97,No
1N6BF0KY6JN804167,7/11/2022,"142,861",384,Regular,25,$4.40,$108.61,No
1N6BF0KMXJN809563,7/6/2022,"103,606",325,Regular,20,$5.80,$118.01,No
1N6BF0KY6JN804167,7/14/2022,"143,255",394,Regular,23,$4.10,$95.61,No
1N6BF0KM5JN803430,7/6/2022,"125,686",318,Regular,21,$4.58,$95.45,No
1N6BF0KM5JN803430,7/7/2022,"125,999",313,Regular,20,$4.60,$92.43,No
1N6BF0KM5JN803430,7/12/2022,"126,375",376,Regular,24,$4.34,$103.30,No
1N6BF0KM5JN803430,7/14/2022,"126,733",358,Regular,23,$4.55,$105.88,No
1N6BF0KM3HN811472,7/1/2022,"69,659",202,Regular,14,$4.30,$59.13,No
1N6BF0KM3HN811472,7/5/2022,"69,871",212,Regular,13,$4.50,$59.60,No
1N6BF0KM3HN811472,7/7/2022,"70,132",261,Regular,17,$4.40,$76.36,No
3N6CM0KN2JK695647,7/8/2022,"85,708",221,Mid-Grade,9,$4.80,$45.30,No
3N6CM0KN2JK695647,7/13/2022,"85,971",263,Mid-Grade,12,$4.80,$55.66,No
1N6BF0KM3HN811472,7/12/2022,"70,383",251,Regular,17,$4.30,$73.79,No
1N6BF0KMXJN809563,7/12/2022,"103,937",331,Regular,23,$5.70,$128.68,No
1N6BF0KM5JN808501,7/1/2022,"118,652",377,Regular,24,$4.46,$108.11,No
1N6BF0KM5JN808501,7/6/2022,0,385,Regular,25,$4.59,$113.59,No
2C4RDGBGXJR180982,7/1/2022,"167,251",257,Regular,14,$4.80,$67.31,No
2C4RDGBGXJR180982,7/7/2022,"167,620",369,Regular,17,$4.79,$83.25,No
2C4RDGBGXJR180982,7/12/2022,"167,955",335,Regular,18,$4.62,$83.29,No
,,,,,,,,
1N6BF0KM5JN808501,7/8/2022,"117,698",176,Regular,11,$4.40,$50.00,No
1N6BF0KM5JN808675,7/5/2022,"91,784",357,Regular,22,$6.00,$129.48,No
1N6BF0KM5JN808675,7/13/2022,"92,173",389,Regular,23,$5.86,$134.21,No
1N6BF0KM1JN809175,7/7/2022,"84,431",306,Regular,20,$4.50,$91.88,No
1N6BF0KY6JN804167,7/1/2022,"142,093",926,Regular,21,$4.08,$84.53,No
1N6BF0KY6JN804167,7/6/2022,"142,477",384,Regular,23,$4.52,$105.78,No
1N6BF0KMXJN809546,7/13/2022,"155,675",311,Regular,20,$4.30,$86.75,No
3N6CM0KN8JK700544,7/8/2022,"70,897",297,Regular,13,$4.50,$57.09,No
3N6CM0KN8JK700544,7/12/2022,0,202,Regular,9,$4.48,$39.56,No
3N6CM0KN8JK700463,7/6/2022,"82,016",311,Regular,13,$4.70,$59.40,No
3N6CM0KN8JK700463,7/13/2022,"84,348",257,Regular,10,$4.10,$42.88,No
3N6CM0KN2JK695647,7/1/2022,"89,056",259,Mid-Grade,11,$5.00,$57.45,No
3N6CM0KN2JK695647,7/6/2022,"82,226",139,Regular,6,$4.42,$27.38,No
3N6CM0KN2JK695647,7/7/2022,"85,487",241,Mid-Grade,11,$4.70,$50.25,No
1N6BF0KMXJN809546,7/7/2022,"155,364",318,Regular,20,$4.45,$87.58,No
1N6BF0KM6JN804604,7/12/2022,"73,558",305,Regular,23,$4.16,$97.40,No
1N6BF0KMXJN802256,7/11/2022,"120,705",339,Regular,23,$4.65,$106.36,No
1N6BF0KM3JN803507,7/11/2022,"154,164",231,Regular,14,$4.63,$64.29,No
1N6BF0KM3JN803507,7/12/2022,"154,438",274,Regular,18,$4.63,$82.79,No
1N6BF0KM3JN803507,7/14/2022,"154,700",262,Regular,16,$4.63,$74.80,No
1N6BF0KMXJN802256,7/14/2022,"121,061",356,Regular,23,$4.50,$101.92,No
,,,,,,,,
1N6BF0KY8JN802985,7/7/2022,"88,888",334,Regular,22,$5.60,$120.61,No
1N6BF0KY8JN802985,7/13/2022,"88,888",212,Regular,14,$5.50,$75.25,No
1N6BF0KY1JN806778,7/1/2022,"173,932",294,Regular,20,$4.09,$81.78,No
1N6BF0KY1JN806778,7/7/2022,"174,154",222,Regular,19,$3.99,$75.76,No
1N6BF0KY1JN806778,7/7/2022,"174,343",189,Regular,17,$4.46,$77.88,No
1N6BF0KY1JN806778,7/8/2022,"174,631",288,Regular,20,$4.90,$96.36,No
1N6BF0KY1JN806778,7/11/2022,"174,852",221,Regular,18,$4.05,$72.89,No
1N6BF0KM3JN803507,7/11/2022,"153,933",280,Regular,17,$4.64,$78.00,No
1N6BF0KY1JN806778,7/12/2022,"175,020",168,Regular,12,$4.18,$48.70,No
1N6BF0KM3JN803507,7/1/2022,"153,079",286,Regular,18,$4.79,$87.05,No
1N6BF0KM3JN803507,7/6/2022,"153,336",257,Regular,17,$4.70,$80.01,No
1N6BF0KM6JN804960,7/12/2022,"79,843",295,Mid-Grade,20,$4.75,$96.19,No
1N6BF0KM6JN804960,7/14/2022,"80,161",318,Mid-Grade,22,$4.73,$104.13,No
1N6BF0KM4JN805959,7/12/2022,"109,000",222,Regular,12,$4.34,$53.99,No
1N6BF0KM3JN801630,7/1/2022,"94,698",200,Premium,16,$6.80,$108.84,No
1N6BF0KM3JN801630,7/5/2022,"94,701",234,Premium,20,$6.60,$130.42,No
1N6BF0KM3JN803507,7/8/2022,"153,653",317,Regular,16,$4.64,$76.00,No
1N6BF0KM3JN801630,7/6/2022,"94,923",222,Premium,18,$6.50,$119.98,No
1N6BF0KM3JN801630,7/7/2022,"95,056",133,Regular,14,$6.30,$89.33,No
1N6BF0KM3JN801630,7/11/2022,"95,123",237,Premium,20,$6.34,$126.55,No
1N6BF0KM3JN801630,7/12/2022,"95,302",179,Premium,20,$6.70,$137.27,No
1N6BF0KMXJN802256,7/6/2022,"120,366",340,Regular,22,$4.70,$104.71,No
3N6CM0KNXJK695458,7/8/2022,"150,036",323,Regular,13,$4.57,$58.30,No
3N6CM0KN6JK696817,7/6/2022,"4,852",275,Regular,11,$4.60,$51.63,No
3N6CM0KN6JK696817,7/11/2022,"5,202",350,Regular,13,$4.40,$56.84,No
1N6BF0KM6JN807910,7/11/2022,"89,626",309,Regular,21,$4.80,$98.47,No
1N6BF0KM6JN807910,7/14/2022,"89,981",355,Regular,17,$4.72,$80.00,No
3N6CM0KNXJK700111,7/1/2022,"82,648",156,Regular,11,$6.16,$66.42,No
,,,,,,,,
,,,,,,,,
3N6CM0KNXJK700111,7/11/2022,"83,249",234,Regular,10,$6.16,$60.00,No
,,,,,,,,
3N6CM0KNXJK700111,7/14/2022,"83,363",209,Regular,9,$6.30,$55.00,No
,,,,,,,,
3N6CM0KNXJK700111,7/5/2022,"82,626",134,Regular,6,$6.40,$35.72,No
3N6CM0KNXJK700111,7/7/2022,"82,863",237,Regular,9,$6.00,$56.44,No
3N6CM0KNXJK700111,7/8/2022,"83,092",229,Regular,12,$6.16,$72.08,No
,,,,,,,,
1N6BF0KM9JN800451,7/6/2022,"128,301",327,Regular,22,$4.36,$96.02,No
1N6BF0KM9JN800451,7/11/2022,"128,653",352,Regular,21,$4.14,$88.03,No
1N6BF0KM9JN800451,7/13/2022,"129,049",396,Regular,23,$3.83,$89.07,No
1N6BF0KY1JN804481,7/6/2022,"88,744",358,Regular,24,$4.24,$101.37,No
1N6BF0KM3JN802180,7/2/2022,"151,440",252,Regular,18,$4.86,$86.62,No
1N6BF0KM3JN802180,7/6/2022,"151,722",282,Regular,21,$4.82,$99.47,No
1N6BF0KM3JN802180,7/11/2022,"152,030",308,Regular,21,$4.88,$100.47,No
1N6BF0KM3JN802180,7/12/2022,"152,191",161,Regular,11,$5.00,$54.87,No
1N6BF0KM2JN808262,7/1/2022,"69,224",146,Regular,10,$4.85,$46.22,No
1N6BF0KM2JN808262,7/6/2022,"69,530",306,Regular,18,$4.90,$88.32,No
1N6BF0KM2JN808262,7/13/2022,"69,827",297,Regular,18,$4.84,$88.41,No
3N6CM0KN0JK694156,7/1/2022,"64,046",112,Regular,5,$6.36,$34.43,No
3N6CM0KN0JK694156,7/5/2022,"64,266",220,Regular,9,$6.26,$53.20,No
3N6CM0KN0JK694156,7/6/2022,"64,428",162,Regular,8,$6.20,$47.21,No
3N6CM0KN0JK694156,7/7/2022,"64,632",204,Regular,8,$6.20,$50.35,No
3N6CM0KN0JK694156,7/8/2022,"64,733",101,Regular,5,$6.20,$31.70,No
3N6CM0KN0JK694156,7/11/2022,"64,917",184,Regular,8,$6.00,$45.66,No
3N6CM0KN0JK694156,7/12/2022,"65,126",209,Regular,8,$6.00,$48.78,No
3N6CM0KN0JK694156,7/13/2022,"65,288",162,Regular,6,$5.90,$36.40,No
3N6CM0KN0JK694156,7/14/2022,"65,503",215,Regular,9,$6.00,$54.89,No
1N6BF0KM7JN808175,7/5/2022,"91,506",325,Regular,21,$4.76,$100.00,No
,,,,,,,,
1N6BF0KM7JN808175,7/11/2022,"91,818",328,Regular,23,$4.51,$105.80,No
1N6BF0KM7JN807771,7/1/2022,"112,766",326,Regular,20,$4.76,$95.43,No
1N6BF0KM7JN807771,7/8/2022,"113,446",350,Regular,22,$4.60,$99.38,No
1N6BF0KM7JN807771,7/11/2022,"113,703",257,Regular,16,$4.41,$70.83,No
,,,,,,,,
1N6BF0KM7JN807771,7/6/2022,"113,096",330,Regular,21,$4.46,$92.15,No
1N6BF0KM5JN804416,7/1/2022,"41,238",306,Regular,23,$6.30,$141.99,No
1N6BF0KM5JN804416,7/6/2022,"41,536",298,Regular,24,$6.50,$157.06,No
1N6BF0KM4JN805251,7/6/2022,"95,463",252,Regular,22,$6.06,$130.70,No
1N6BF0KM4JN805251,7/13/2022,"95,722",259,Regular,22,$6.20,$136.26,No
1N6BF0KM7JN807169,7/8/2022,"147,075",310,Regular,24,$4.65,$109.96,No
1N6BF0KM7JN807169,7/14/2022,"147,432",357,Regular,23,$4.70,$105.85,No
2C4RDGBG8JR151044,7/6/2022,"149,104",333,Regular,16,$4.66,$75.92,No
2C4RDGBG8JR151044,7/7/2022,"149,426",322,Regular,16,$4.37,$68.05,No
2C4RDGBG8JR151044,7/8/2022,"149,738",312,Regular,16,$4.57,$73.52,No
2C4RDGBG8JR151044,7/11/2022,"150,087",349,Regular,18,$4.56,$80.35,No
2C4RDGBG8JR151044,7/13/2022,"150,485",398,Regular,17,$4.00,$66.63,No
2C4RDGBG8JR151044,7/14/2022,"150,778",293,Regular,14,$4.31,$59.36,No
1N6BF0KM1JN810438,7/6/2022,"89,698",360,Regular,24,$4.90,$115.97,No
1N6BF0KM1JN810438,7/13/2022,"89,685",300,Regular,20,$4.70,$92.90,No
1N6BF0KM1JN810438,7/13/2022,"897,658",308,Regular,20,$4.70,$95.25,No
1N4AL3AP8JC163378,7/1/2022,"108,055",492,Regular,15,$6.50,$97.81,No
1N4AL3AP8JC163378,7/11/2022,"108,553",498,Regular,14,$6.40,$91.35,No
1N6BF0KM2JN802526,7/5/2022,0,64,Regular,4,$4.68,$20.04,No
1N6BF0KM2JN802526,7/6/2022,"72,365",32,Regular,2,$4.63,$10.01,No
1N6BF0KM2JN802526,7/8/2022,"72,436",71,Regular,5,$4.67,$25.20,No
1N6BF0KM2JN802526,7/13/2022,"72,512",76,Regular,8,$4.66,$35.18,No
1N6BF0KM2JN802526,7/13/2022,"19,658",130,Mid-Grade,9,$4.60,$40.01,No
3N6CM0KN0JK697817,7/1/2022,"102,845",220,Regular,9,$6.48,$61.26,No
3N6CM0KN0JK697817,7/5/2022,"103,046",201,Regular,9,$6.00,$55.46,No
3N6CM0KN0JK697817,7/6/2022,"103,251",205,Regular,9,$5.60,$52.88,No
3N6CM0KN0JK697817,7/7/2022,"103,536",285,Regular,8,$6.20,$50.00,No
3N6CM0KN0JK697817,7/8/2022,"103,668",132,Regular,8,$6.48,$53.36,No
3N6CM0KN0JK697817,7/8/2022,"103,850",182,Regular,9,$6.10,$57.43,No
3N6CM0KN0JK697817,7/12/2022,"104,092",242,Regular,11,$6.00,$63.52,No
3N6CM0KN0JK697817,7/13/2022,"104,300",208,Regular,9,$6.10,$53.94,No
1N6BF0KM0JN810771,7/7/2022,"59,303",499,Regular,23,$5.98,$140.00,No
1N6BF0KM0JN810771,7/14/2022,"59,650",347,Regular,17,$6.00,$100.00,No
2C4RDGBG3JR190835,7/5/2022,"1,461",361,Regular,14,$6.40,$90.00,No
1N6BF0KY1JN800267,7/1/2022,"91,077",142,Regular,10,$4.28,$44.29,No
1N6BF0KY1JN800267,7/7/2022,"91,432",355,Regular,25,$4.30,$107.49,No
1N6BF0KMXJN805786,7/5/2022,"53,692",343,Regular,19,$5.00,$94.83,No
1N6BF0KMXJN805786,7/8/2022,"54,029",337,Regular,23,$5.00,$116.63,No
1N6BF0KMXJN805786,7/13/2022,"53,518",275,Regular,18,$4.80,$88.31,No
1N6BF0KM7JN804644,7/6/2022,"82,337",379,Regular,23,$4.57,$107.29,No
1N6BF0KM7JN804644,7/14/2022,"82,686",349,Regular,23,$4.24,$95.38,No
2C4RDGBG0JR232507,7/5/2022,"97,539",282,Regular,14,$5.35,$76.00,No
2C4RDGBG0JR232507,7/8/2022,"97,900",361,Regular,17,$5.33,$89.65,No
3N6CM0KN9JK699534,7/7/2022,"84,254",185,Regular,7,$4.60,$32.23,No
1N6BF0KM1JN811248,7/5/2022,"75,546",284,Regular,18,$4.70,$83.50,No
1N6BF0KM1JN811248,7/14/2022,"75,922",376,Regular,21,$4.65,$97.75,No
1N4AL3AP0JC278136,7/9/2022,"64,120",313,Regular,11,$4.80,$54.66,No
1N6AF0LYXHN807206,7/1/2022,0,281,Regular,19,$4.48,$83.14,No
2C4RDGBG4JR176328,7/11/2022,0,0,Regular,8,$5.10,$42.25,No
1N6BF0KY6JN805917,7/1/2022,"128,483",292,Regular,19,$6.20,$116.01,No
1N6BF0KY6JN805917,7/5/2022,"128,701",218,Regular,14,$6.20,$89.49,No
1N6BF0KY6JN805917,7/6/2022,"128,932",231,Regular,15,$6.20,$91.63,No
1N6BF0KY6JN805917,7/7/2022,"129,096",164,Regular,10,$6.20,$62.91,No
3N6CM0KN0JK698465,7/4/2022,"42,088",122,Regular,15,$5.05,$75.12,No
3N6CM0KN0JK698465,7/13/2022,"42,257",169,Regular,11,$4.66,$50.60,No
3N6CM0KN0JK698465,7/13/2022,"42,400",143,Premium,10,$5.11,$51.30,No
1N6BF0KY6JN805917,7/8/2022,"129,310",214,Regular,14,$6.20,$88.57,No
1N6BF0KY6JN805917,7/11/2022,"129,501",191,Regular,13,$6.00,$78.23,No
1N6BF0KY6JN805917,7/12/2022,"129,679",178,Regular,12,$6.00,$70.03,No
1N6AF0LY4FN806257,7/7/2022,"89,063",237,Regular,18,$5.30,$95.36,No
1N6AF0LY4FN806257,7/13/2022,"89,247",184,Regular,17,$5.20,$89.47,No
1N4AL3AP0JC278136,7/7/2022,"63,807",428,Regular,10,$4.65,$46.30,No
3N6CM0KN4JK702498,7/5/2022,"53,442",236,Regular,9,$4.30,$40.62,No
3N6CM0KN4JK702498,7/7/2022,"53,732",290,Regular,11,$4.44,$47.99,No
1N4AL3AP4JC163491,7/5/2022,"64,860",529,Regular,15,$4.86,$75.10,No
1N4AL3AP4JC163491,7/13/2022,"65,439",579,Regular,17,$4.65,$78.02,No
1N6BF0KM7JN812727,7/8/2022,"11,527",450,Regular,23,$4.38,$99.47,No
1N6BF0KM8JN815846,7/6/2022,"121,823",186,Regular,12,$4.22,$51.81,No
1N6BF0KM8JN815846,7/11/2022,"122,139",316,Regular,23,$4.20,$95.94,No
3N6CM0KN0JK698465,7/1/2022,"41,966",66,Mid-Grade,9,$4.98,$42.35,No
1N6BF0KY6JN805917,7/13/2022,0,342,Regular,22,$5.50,$122.53,No
1N6BF0KYXJN811316,7/5/2022,"115,430",323,Regular,23,$4.64,$106.90,No
1N6BF0KYXJN811316,7/8/2022,"115,776",346,Regular,20,$4.86,$97.88,No
1N6BF0KYXJN811316,7/11/2022,"116,032",256,Regular,20,$4.90,$97.39,No
1N6BF0KYXJN811316,7/13/2022,"116,266",234,Regular,16,$4.60,$75.75,No
3N6CM0KN5JK693908,7/1/2022,"54,922",337,Regular,14,$4.16,$59.63,No
3N6CM0KN5JK693908,7/11/2022,"52,241",305,Regular,14,$3.82,$52.48,No
3N6CM0KN5JK693908,7/14/2022,"55,395",206,Regular,9,$3.78,$34.98,No
3N6CM0KN5JK698431,7/7/2022,"70,399",343,Regular,13,$4.90,$64.37,No
3N6CM0KN5JK698431,7/14/2022,"70,762",363,Regular,15,$4.60,$67.51,No
3N6CM0KN0JK702739,7/11/2022,"106,982",206,Regular,9,$4.20,$38.46,No
,,,,,,,,
,,,,,,,,
3N6CM0KNXKK690763,7/8/2022,"44,513",172,Regular,9,$3.93,$35.14,No
,,,,,,,,
3N6CM0KN2JK704749,7/5/2022,"35,915",237,Regular,10,$4.64,$48.01,No
3N6CM0KN1JK702703,7/1/2022,"46,000",0,Regular,10,$6.50,$62.96,No
3N6CM0KN1JK702703,7/5/2022,"46,000",0,Regular,8,$6.50,$49.15,No
3N6CM0KN1JK702703,7/8/2022,"46,000",0,Regular,10,$6.20,$64.18,No
1N6BF0KMXJN815542,7/7/2022,"38,740",107,Regular,12,$4.70,$57.00,No
1N6BF0KM2JN817589,7/6/2022,"35,456",42,Regular,4,$4.87,$20.00,No
1N6BF0KM2JN817589,7/7/2022,"35,493",210,Premium,20,$5.40,$109.02,No
,,,,,,,,
1N6BF0KM2JN817589,7/12/2022,"35,604",117,Regular,11,$4.70,$52.77,No
3N6CM0KNXKK690763,7/6/2022,"41,151",185,Regular,10,$4.00,$38.54,No
,,,,,,,,
,,,,,,,,
,,,,,,,,
3N6CM0KN1JK702703,7/13/2022,"46,111",0,Regular,11,$6.10,$64.66,No
3N6CM0KNXKK690763,7/8/2022,"44,621",108,Regular,7,$4.36,$30.00,No
3N6CM0KN6KK690632,7/5/2022,"82,602",259,Regular,13,$6.46,$81.00,No
1N6BF0KM6JN806983,7/1/2022,"107,582",659,Regular,26,$4.50,$115.00,No
1N6BF0KM6JN806983,7/5/2022,"107,656",347,Regular,24,$4.30,$104.00,No
1N6BF0KM6JN806983,7/8/2022,"108,031",375,Regular,26,$4.20,$110.00,No
1N6BF0KM6JN806983,7/12/2022,"108,391",360,Regular,26,$4.25,$109.00,No
3N6CM0KN1KK691672,7/5/2022,"108,711",225,Regular,9,$4.86,$44.56,No
3N6CM0KN1KK691672,7/7/2022,"113,583",691,Regular,28,$4.29,$120.08,No
3N6CM0KN1KK691672,7/8/2022,"113,785",202,Regular,15,$4.40,$66.34,No
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1N6BF0KM1JN807135,7/6/2022,"107,376",333,Regular,23,$4.14,$95.01,No
1N6BF0KM1JN807135,7/8/2022,"107,706",330,Regular,22,$4.10,$90.00,No
1N6BF0KM1JN807135,7/14/2022,"108,065",359,Regular,24,$3.80,$90.00,No
,,,,,,,,
3N6CM0KNXKK690763,7/13/2022,"44,046",85,Regular,4,$4.20,$18.60,No
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
3N6CM0KNXKK690763,7/14/2022,"45,442",234,Regular,12,$4.00,$48.60,No
3N6CM0KNXKK690763,7/13/2022,"44,562",183,Regular,10,$4.20,$40.00,No
,,,,,,,,
,,,,,,,,
,,,,,,,,
1N6BF0KM1JN818619,7/1/2022,"170,807",322,Regular,21,$4.69,$97.02,No
1N6BF0KM1JN818619,7/9/2022,"108,143",344,Regular,22,$4.40,$97.02,No
1N6BF0KM1JN818619,7/13/2022,"108,415",272,Mid-Grade,20,$4.58,$93.00,No
