VIN,Date Time,Odometer,Miles Driven,Fuel Type,Units,Price Per Unit,Total Amount,Non-Fuel Transaction,,,,,,"1,233,106",64491,19.12059936
3N6CM0KN0KK692697,7/13/2022,"135,886",278,Regular,10,$5.90,$61.05,No,,,,,,,,
3N6CM0KN0KK692697,7/18/2022,"136,190",345,Regular,13,$5.76,$74.03,No,,,,,,,,
3N6CM0KN0KK692697,7/22/2022,"136,495",305,Regular,12,$5.76,$68.43,No,,,,,,,,
1N6BF0KM1JN814375,7/7/2022,"122,808",305,Regular,22,$6.20,$134.21,No,,,,,,,,
1N6BF0KM1JN814375,7/18/2022,"123,108",300,Regular,21,$5.70,$119.09,No,,,,,,,,
3N6CM0KN2KK690384,7/7/2022,"105,734",263,Regular,10,$6.30,$59.83,No,,,,,,,,
3N6CM0KN2KK690384,7/13/2022,"105,684",179,Regular,7,$5.90,$42.51,No,,,,,,,,
3N6CM0KN2KK690384,7/18/2022,"106,104",218,Regular,9,$5.90,$51.69,No,,,,,,,,
3N6CM0KN2KK690384,7/20/2022,"106,314",210,Regular,8,$5.80,$45.16,No,,,,,,,,
2C4RDGBG0KR612688,7/1/2022,"102,590",315,Regular,15,$5.00,$76.25,No,,,,,,,,
2C4RDGBG0KR612688,7/12/2022,"102,739",149,Regular,7,$4.90,$35.30,No,,,,,,,,
2C4RDGBG0KR612688,7/15/2022,"103,010",271,Regular,15,$4.65,$68.92,No,,,,,,,,
ZFBERFBB3H6G39727,7/1/2022,"92,839",402,Regular,14,$5.08,$70.83,No,,,,,,,,
ZFBERFBB3H6G39727,7/5/2022,"93,181",342,Regular,12,$4.76,$57.96,No,,,,,,,,
ZFBERFBB3H6G39727,7/7/2022,"93,556",375,Regular,13,$4.76,$61.34,No,,,,,,,,
ZFBERFBB3H6G39727,7/12/2022,"93,891",335,Regular,11,$4.56,$50.00,No,,,,,,,,
ZFBERFBB3H6G39727,7/14/2022,"94,275",384,Regular,13,$4.68,$63.08,No,,,,,,,,
ZFBERFBB3H6G39727,7/21/2022,"94,663",388,Regular,14,$4.44,$60.01,No,,,,,,,,
2C4RDGBG7KR547418,7/5/2022,"127,195",368,Regular,19,$4.34,$83.01,No,,,,,,,,
2C4RDGBG7KR547418,7/18/2022,"127,593",398,Regular,18,$4.00,$71.10,No,,,,,,,,
1N6BF0KM4JN810255,7/5/2022,"79,631",3,Regular,0,$5.80,$1.45,No,,,,,,,,
1N6BF0KM4JN810255,7/5/2022,"79,634",232,Regular,17,$5.50,$95.23,No,,,,,,,,
1N6BF0KM4JN810255,7/12/2022,"79,861",227,Regular,21,$5.30,$110.28,No,,,,,,,,
1N6BF0KM4JN810255,7/15/2022,"801,009",244,Regular,18,$5.10,$92.79,No,,,,,,,,
1N6BF0KM4JN810255,7/20/2022,"80,421",312,Mid-Grade,23,$5.48,$127.50,No,,,,,,,,
2C4RDGBG4KR573636,7/1/2022,"206,177",310,Regular,11,$4.93,$54.81,No,,,,,,,,
2C4RDGBG4KR573636,7/5/2022,"206,452",275,Regular,16,$4.55,$71.37,No,,,,,,,,
2C4RDGBG4KR573636,7/7/2022,"206,805",353,Regular,14,$4.74,$67.43,No,,,,,,,,
2C4RDGBG4KR573636,7/8/2022,"206,958",153,Regular,6,$4.40,$28.02,No,,,,,,,,
2C4RDGBG4KR573636,7/11/2022,"207,354",396,Regular,16,$4.70,$73.36,No,,,,,,,,
2C4RDGBG4KR573636,7/13/2022,"207,756",402,Regular,13,$4.50,$59.74,No,,,,,,,,
2C4RDGBG4KR573636,7/14/2022,"208,038",282,Regular,13,$4.30,$56.40,No,,,,,,,,
1N6BF0KM3JN812532,7/1/2022,"84,587",215,Premium,19,$4.96,$92.02,No,,,,,,,,
1N6BF0KM3JN812532,7/8/2022,"88,850",316,Regular,25,$4.50,$112.22,No,,,,,,,,
1N6BF0KM3JN812532,7/11/2022,"85,169",279,Regular,22,$4.50,$99.00,No,,,,,,,,
1N6BF0KM3JN812532,7/13/2022,"85,430",261,Regular,19,$4.53,$84.94,No,,,,,,,,
1N6BF0KM3JN812532,7/18/2022,"85,809",379,Regular,23,$4.25,$97.85,No,,,,,,,,
1N6BF0KM3JN812532,7/21/2022,"86,104",295,Regular,20,$4.00,$81.20,No,,,,,,,,
1N6BF0KM3JN812532,7/22/2022,"86,198",297,Premium,23,$4.49,$105.00,No,,,,,,,,
1N6BF0KM3JN818444,7/7/2022,"39,856",374,Premium,21,$4.76,$101.34,No,,,,,,,,
1N6BF0KM3JN818444,7/12/2022,"138,856",393,Regular,22,$3.97,$88.87,No,,,,,,,,
1N6BF0KM3JN818444,7/15/2022,"138,956",375,Regular,21,$3.93,$84.01,No,,,,,,,,
1N6BF0KM3JN818444,7/19/2022,"139,562",606,Regular,23,$4.00,$90.98,No,,,,,,,,
1N6BF0KM3JN818444,7/20/2022,"139,654",406,Regular,23,$3.70,$85.62,No,,,,,,,,
1N6BF0KM3JN818444,7/22/2022,"139,940",328,Regular,19,$3.73,$69.79,No,,,,,,,,
2C4RDGBG9KR500911,7/1/2022,"72,411",405,Regular,18,$5.04,$91.84,No,,,,,,,,
2C4RDGBG9KR500911,7/13/2022,"72,870",459,Regular,17,$4.60,$79.32,No,,,,,,,,
2C4RDGBG9KR500911,7/22/2022,"73,115",245,Regular,18,$4.79,$86.57,No,,,,,,,,
3N6CM0KN7KK690199,7/5/2022,"89,000",300,Regular,14,$6.50,$90.95,No,,,,,,,,
3N6CM0KN7KK690199,7/7/2022,"89,500",500,Regular,15,$6.26,$91.49,No,,,,,,,,
3N6CM0KN7KK690199,7/13/2022,"89,500",321,Regular,14,$6.00,$83.67,No,,,,,,,,
3N6CM0KN7KK690199,7/18/2022,"89,800",300,Regular,13,$6.29,$82.96,No,,,,,,,,
3N6CM0KN7KK690199,7/22/2022,"90,100",300,Regular,13,$5.90,$78.84,No,,,,,,,,
1N6BF0KM6JN818437,7/5/2022,"140,419",259,Regular,19,$4.30,$82.27,No,,,,,,,,
1N6BF0KM6JN818437,7/8/2022,"140,657",238,Regular,20,$4.20,$86.02,No,,,,,,,,
1N6BF0KM6JN818437,7/13/2022,"140,842",185,Regular,15,$4.12,$61.54,No,,,,,,,,
1N6BF0KM6JN818437,7/15/2022,"141,151",309,Regular,23,$4.04,$91.62,No,,,,,,,,
1N6BF0KM6JN818437,7/19/2022,"141,387",261,Regular,18,$3.90,$70.74,No,,,,,,,,
1N6BF0KM6JN818437,7/21/2022,"141,559",172,Regular,13,$3.87,$51.76,No,,,,,,,,
1N6BF0KM6JN818437,7/22/2022,"141,816",257,Regular,13,$3.87,$49.94,No,,,,,,,,
2C4RDGBG1KR649202,7/8/2022,"115,039",367,Regular,15,$4.40,$65.13,No,,,,,,,,
2C4RDGBG1KR649202,7/13/2022,"115,445",406,Regular,15,$4.20,$62.77,No,,,,,,,,
2C4RDGBG1KR649202,7/20/2022,"51,147",387,Regular,16,$4.10,$63.93,No,,,,,,,,
2C4RDGBGXKR649201,7/6/2022,"145,898",686,Regular,17,$4.30,$72.02,No,,,,,,,,
2C4RDGBGXKR649201,7/7/2022,"146,249",351,Regular,13,$4.40,$59.17,No,,,,,,,,
2C4RDGBGXKR649201,7/12/2022,"146,656",407,Regular,15,$4.30,$65.00,No,,,,,,,,
2C4RDGBGXKR649201,7/14/2022,"147,038",399,Premium,16,$4.16,$65.00,No,,,,,,,,
2C4RDGBGXKR649201,7/19/2022,"147,491",453,Regular,18,$4.20,$76.41,No,,,,,,,,
2C4RDGBGXKR649201,7/22/2022,"147,874",383,Regular,16,$4.00,$62.73,No,,,,,,,,
2C4RDGBG8KR649200,7/11/2022,"67,070",280,Regular,16,$4.07,$63.97,No,,,,,,,,
2C4RDGBG8KR649200,7/18/2022,"67,359",325,Regular,16,$3.90,$64.29,No,,,,,,,,
2C4RDGBG8KR649200,7/21/2022,"67,646",287,Regular,16,$3.73,$59.66,No,,,,,,,,
2C4RDGBGXKR649165,7/5/2022,"51,916",257,Regular,12,$4.20,$51.10,No,,,,,,,,
2C4RDGBGXKR649165,7/12/2022,"52,228",312,Regular,15,$4.57,$69.33,No,,,,,,,,
2C4RDGBGXKR649165,7/20/2022,"52,529",301,Regular,15,$4.33,$66.75,No,,,,,,,,
2C4RDGBG8KR649164,7/6/2022,"16,330",294,Regular,14,$4.50,$60.77,No,,,,,,,,
2C4RDGBG8KR649164,7/8/2022,"163,580",241,Regular,11,$4.20,$46.47,No,,,,,,,,
2C4RDGBG8KR649164,7/15/2022,"163,834",254,Regular,10,$4.20,$43.50,No,,,,,,,,
2C4RDGBG8KR649164,7/19/2022,"164,069",235,Regular,11,$4.36,$47.24,No,,,,,,,,
2C4RDGBG4KR649162,7/5/2022,"97,987",322,Regular,15,$4.78,$70.91,No,,,,,,,,
2C4RDGBG4KR649162,7/7/2022,"134,162",352,Other,16,$3.80,$61.68,No,,,,,,,,
2C4RDGBG4KR649162,7/12/2022,"98,677",330,Regular,15,$4.61,$70.09,No,,,,,,,,
2C4RDGBG4KR649162,7/18/2022,"98,981",304,Other,15,$3.78,$57.18,No,,,,,,,,
2C4RDGBG4KR649162,7/19/2022,"99,304",323,Regular,15,$4.58,$68.11,No,,,,,,,,
2C4RDGBG2KR649161,7/1/2022,"126,717",330,Regular,15,$4.60,$67.11,No,,,,,,,,
2C4RDGBG2KR649161,7/7/2022,"127,108",391,Regular,16,$4.39,$70.17,No,,,,,,,,
2C4RDGBG2KR649161,7/11/2022,"127,288",180,Regular,8,$4.56,$35.10,No,,,,,,,,
2C4RDGBG2KR649161,7/13/2022,"127,595",307,Regular,13,$4.50,$56.67,No,,,,,,,,
2C4RDGBG2KR649161,7/18/2022,"127,913",318,Regular,15,$4.50,$65.81,No,,,,,,,,
2C4RDGBG2KR649161,7/21/2022,"128,305",392,Regular,16,$4.22,$66.79,No,,,,,,,,
2C4RDGBG0KR649160,7/1/2022,"97,075",250,Regular,13,$4.90,$63.10,No,,,,,,,,
2C4RDGBG0KR649160,7/2/2022,"97,400",325,Regular,17,$5.00,$85.20,No,,,,,,,,
2C4RDGBG0KR649160,7/5/2022,"97,730",330,Regular,15,$5.00,$73.35,No,,,,,,,,
2C4RDGBG0KR649160,7/13/2022,"98,460",365,Regular,18,$4.83,$89.10,No,,,,,,,,
2C4RDGBG0KR649160,7/17/2022,"98,770",310,Regular,15,$4.79,$71.63,No,,,,,,,,
2C4RDGBG0KR649160,7/19/2022,"99,095",325,Regular,16,$4.80,$78.50,No,,,,,,,,
2C4RDGBG4KR649159,7/1/2022,"48,973",323,Regular,16,$4.85,$75.79,No,,,,,,,,
2C4RDGBG4KR649159,7/7/2022,"49,265",292,Regular,16,$4.44,$70.55,No,,,,,,,,
2C4RDGBG4KR649159,7/14/2022,"49,620",355,Regular,17,$4.20,$70.66,No,,,,,,,,
2C4RDGBG4KR649159,7/21/2022,"49,938",318,Regular,18,$4.10,$72.05,No,,,,,,,,
2C4RDGBG9KR649268,7/1/2022,"142,262",260,Regular,9,$4.65,$43.05,No,,,,,,,,
2C4RDGBG9KR649268,7/5/2022,"142,435",173,Regular,8,$4.60,$36.94,No,,,,,,,,
2C4RDGBG9KR649268,7/6/2022,"142,778",343,Regular,13,$4.30,$57.34,No,,,,,,,,
2C4RDGBG9KR649268,7/7/2022,"143,030",252,Regular,11,$4.62,$49.56,No,,,,,,,,
2C4RDGBG9KR649268,7/12/2022,"143,348",318,Regular,12,$4.50,$55.56,No,,,,,,,,
2C4RDGBG9KR649268,7/13/2022,"143,702",354,Regular,14,$4.09,$56.86,No,,,,,,,,
2C4RDGBG9KR649268,7/15/2022,"143,954",252,Regular,10,$4.28,$42.13,No,,,,,,,,
2C4RDGBG9KR649268,7/19/2022,"144,336",382,Regular,16,$4.30,$67.89,No,,,,,,,,
2C4RDGBG7KR649267,7/5/2022,"42,054",392,Regular,12,$4.90,$60.46,No,,,,,,,,
2C4RDGBG7KR649267,7/19/2022,"42,280",226,Regular,18,$4.80,$88.31,No,,,,,,,,
2C4RDGBG5KR649266,7/13/2022,"104,144",376,Regular,17,$4.20,$69.67,No,,,,,,,,
2C4RDGBG5KR649266,7/21/2022,"104,613",205,Regular,9,$4.14,$37.43,No,,,,,,,,
2C4RDGBG3KR649265,7/1/2022,"114,003",231,Regular,13,$4.70,$58.79,No,,,,,,,,
2C4RDGBG3KR649265,7/6/2022,"114,384",381,Regular,15,$4.60,$69.06,No,,,,,,,,
2C4RDGBG3KR649265,7/12/2022,"114,694",310,Regular,14,$4.40,$62.17,No,,,,,,,,
2C4RDGBG3KR649265,7/19/2022,"115,079",385,Regular,17,$4.20,$71.84,No,,,,,,,,
2C4RDGBG3KR649265,7/20/2022,"114,349",255,Regular,11,$4.10,$45.53,No,,,,,,,,
2C4RDGBG1KR649264,7/6/2022,"81,161",346,Regular,14,$4.65,$64.06,No,,,,,,,,
2C4RDGBG1KR649264,7/11/2022,"81,528",367,Regular,16,$4.24,$67.48,No,,,,,,,,
2C4RDGBG1KR649264,7/14/2022,"81,859",331,Regular,13,$4.20,$56.05,No,,,,,,,,
2C4RDGBG1KR649264,7/20/2022,"82,172",313,Regular,15,$4.30,$64.90,No,,,,,,,,
2C4RDGBGXKR649263,7/7/2022,"90,254",385,Regular,16,$4.77,$76.82,No,,,,,,,,
2C4RDGBGXKR649263,7/11/2022,"90,618",364,Regular,12,$4.90,$59.15,No,,,,,,,,
2C4RDGBGXKR649263,7/13/2022,"90,866",248,Regular,17,$4.76,$79.41,No,,,,,,,,
2C4RDGBGXKR649263,7/18/2022,"91,232",366,Regular,17,$4.65,$77.79,No,,,,,,,,
2C4RDGBGXKR649263,7/21/2022,"91,579",347,Mid-Grade,16,$4.60,$74.63,No,,,,,,,,
2C4RDGBG3KR649217,7/5/2022,"54,963",417,Regular,17,$4.91,$83.50,No,,,,,,,,
2C4RDGBG3KR649217,7/11/2022,"55,327",364,Regular,16,$4.80,$75.51,No,,,,,,,,
2C4RDGBG3KR649217,7/13/2022,"55,712",385,Regular,16,$4.76,$77.50,No,,,,,,,,
2C4RDGBG3KR649217,7/14/2022,"56,031",319,Regular,14,$4.60,$64.00,No,,,,,,,,
2C4RDGBG3KR649217,7/19/2022,"56,438",407,Regular,15,$5.00,$77.00,No,,,,,,,,
2C4RDGBG3KR649217,7/21/2022,"56,746",308,Regular,15,$4.50,$68.00,No,,,,,,,,
2C4RDGBGXKR649215,7/1/2022,"61,431",340,Regular,16,$4.50,$71.20,No,,,,,,,,
2C4RDGBGXKR649215,7/7/2022,"61,754",323,Regular,15,$4.54,$69.40,No,,,,,,,,
2C4RDGBGXKR649215,7/11/2022,"62,031",277,Regular,13,$4.52,$56.60,No,,,,,,,,
2C4RDGBGXKR649215,7/13/2022,"62,375",344,Regular,15,$4.48,$68.76,No,,,,,,,,
2C4RDGBGXKR649215,7/18/2022,"62,676",301,Regular,15,$4.31,$62.74,No,,,,,,,,
2C4RDGBGXKR649215,7/20/2022,"62,898",222,Regular,10,$4.31,$43.54,No,,,,,,,,
2C4RDGBG4KR649341,7/6/2022,"100,416",331,Regular,15,$4.70,$70.01,No,,,,,,,,
2C4RDGBG4KR649341,7/7/2022,"100,787",371,Regular,14,$4.38,$61.24,No,,,,,,,,
2C4RDGBG4KR649341,7/12/2022,"101,061",274,Regular,13,$4.71,$59.40,No,,,,,,,,
2C4RDGBG4KR649341,7/18/2022,"101,435",374,Regular,16,$4.22,$68.93,No,,,,,,,,
2C4RDGBG4KR649341,7/20/2022,"101,701",266,Regular,11,$4.02,$43.35,No,,,,,,,,
2C4RDGBG2KR649340,7/6/2022,"87,889",349,Regular,13,$4.35,$54.71,No,,,,,,,,
2C4RDGBG2KR649340,7/8/2022,"88,235",346,Regular,13,$4.71,$60.51,No,,,,,,,,
2C4RDGBG2KR649340,7/12/2022,"88,576",341,Regular,12,$4.40,$51.30,No,,,,,,,,
2C4RDGBG2KR649340,7/13/2022,"88,972",396,Regular,13,$4.70,$61.91,No,,,,,,,,
2C4RDGBG2KR649340,7/16/2022,"89,383",411,Regular,14,$3.98,$57.21,No,,,,,,,,
2C4RDGBG2KR649340,7/19/2022,"89,679",296,Regular,11,$4.17,$47.76,No,,,,,,,,
2C4RDGBG2KR649340,7/22/2022,"90,086",407,Regular,14,$4.21,$56.99,No,,,,,,,,
2C4RDGBG6KR649339,7/1/2022,"74,568",296,Regular,13,$5.30,$70.53,No,,,,,,,,
2C4RDGBG6KR649339,7/8/2022,"75,114",188,Regular,9,$5.10,$44.74,No,,,,,,,,
2C4RDGBG6KR649339,7/17/2022,"75,801",362,Regular,17,$4.66,$78.85,No,,,,,,,,
2C4RDGBG6KR649339,7/18/2022,"76,167",366,Regular,17,$4.75,$79.20,No,,,,,,,,
2C4RDGBG0KR649322,7/1/2022,"54,580",327,Regular,15,$4.66,$68.26,No,,,,,,,,
2C4RDGBG0KR649322,7/4/2022,"54,612",32,Regular,4,$4.64,$18.01,No,,,,,,,,
2C4RDGBG0KR649322,7/11/2022,"54,864",252,Regular,9,$4.45,$40.10,No,,,,,,,,
2C4RDGBG0KR649322,7/13/2022,"55,083",219,Regular,10,$4.18,$40.44,No,,,,,,,,
2C4RDGBG0KR649322,7/14/2022,"55,416",333,Regular,14,$4.20,$57.16,No,,,,,,,,
2C4RDGBG0KR649322,7/19/2022,"55,691",275,Regular,10,$4.00,$40.39,No,,,,,,,,
2C4RDGBG0KR649322,7/22/2022,"56,008",317,Regular,14,$4.40,$61.81,No,,,,,,,,
2C4RDGBG9KR649321,7/5/2022,"147,585",395,Other,17,$3.30,$55.54,No,,,,,,,,
2C4RDGBG9KR649321,7/8/2022,"147,918",333,Regular,17,$4.76,$81.32,No,,,,,,,,
2C4RDGBG9KR649321,7/12/2022,"148,298",380,Regular,16,$4.20,$65.65,No,,,,,,,,
2C4RDGBG9KR649321,7/13/2022,"148,618",320,Regular,14,$3.91,$55.13,No,,,,,,,,
2C4RDGBG9KR649321,7/19/2022,"148,916",298,Regular,15,$4.39,$65.99,No,,,,,,,,
2C4RDGBG9KR649321,7/20/2022,"149,305",389,Regular,18,$4.30,$75.53,No,,,,,,,,
2C4RDGBG2KR649273,7/5/2022,"111,083",263,Regular,11,$4.60,$52.23,No,,,,,,,,
2C4RDGBG2KR649273,7/6/2022,"111,383",300,Regular,12,$4.60,$55.28,No,,,,,,,,
2C4RDGBG2KR649273,7/7/2022,"111,683",300,Regular,12,$4.60,$55.75,No,,,,,,,,
2C4RDGBG2KR649273,7/12/2022,"112,007",324,Regular,12,$4.50,$54.88,No,,,,,,,,
2C4RDGBG2KR649273,7/12/2022,"112,245",238,Regular,10,$4.55,$45.59,No,,,,,,,,
2C4RDGBG2KR649273,7/13/2022,"112,462",217,Regular,9,$5.10,$46.85,No,,,,,,,,
2C4RDGBG2KR649273,7/15/2022,"112,675",213,Regular,9,$4.54,$43.06,No,,,,,,,,
2C4RDGBG2KR649273,7/19/2022,"112,974",299,Regular,11,$4.46,$49.32,No,,,,,,,,
2C4RDGBG2KR649273,7/20/2022,"113,219",245,Regular,10,$4.29,$43.77,No,,,,,,,,
2C4RDGBG2KR649273,7/20/2022,"113,425",206,Regular,9,$4.33,$39.22,No,,,,,,,,
2C4RDGBG0KR649272,7/5/2022,"107,664",351,Regular,17,$4.90,$81.12,No,,,,,,,,
2C4RDGBG0KR649272,7/7/2022,"107,965",301,Regular,15,$4.89,$71.27,No,,,,,,,,
2C4RDGBG0KR649272,7/12/2022,"108,628",294,Regular,13,$4.70,$62.58,No,,,,,,,,
2C4RDGBG0KR649272,7/18/2022,"108,980",352,Premium,16,$4.70,$74.37,No,,,,,,,,
2C4RDGBG0KR649272,7/20/2022,"109,232",252,Regular,13,$4.60,$59.14,No,,,,,,,,
2C4RDGBG0KR649272,7/22/2022,"109,618",386,Regular,16,$4.47,$72.10,No,,,,,,,,
2C4RDGBG7KR649270,7/1/2022,"59,111",242,Regular,16,$4.80,$76.63,No,,,,,,,,
2C4RDGBG7KR649270,7/7/2022,"59,439",328,Regular,14,$4.58,$62.87,No,,,,,,,,
2C4RDGBG7KR649270,7/19/2022,"59,849",410,Regular,16,$4.29,$67.32,No,,,,,,,,
2C4RDGBG0KR649269,7/6/2022,"53,720",228,Regular,10,$4.40,$44.68,No,,,,,,,,
2C4RDGBG0KR649269,7/8/2022,"54,080",360,Regular,13,$4.54,$59.50,No,,,,,,,,
2C4RDGBG0KR649269,7/12/2022,"54,419",339,Regular,15,$4.32,$63.51,No,,,,,,,,
2C4RDGBG0KR649269,7/15/2022,"54,734",315,Regular,14,$4.39,$61.54,No,,,,,,,,
2C4RDGBG0KR649269,7/18/2022,"55,123",389,Regular,14,$4.18,$56.56,No,,,,,,,,
2C4RDGBG6KR649356,7/5/2022,"87,854",295,Regular,15,$5.30,$81.73,No,,,,,,,,
2C4RDGBG6KR649356,7/13/2022,"88,177",323,Regular,15,$4.25,$63.37,No,,,,,,,,
2C4RDGBG6KR649356,7/14/2022,"88,554",377,Regular,15,$4.80,$73.04,No,,,,,,,,
2C4RDGBG6KR649356,7/18/2022,"88,850",296,Regular,13,$3.98,$50.59,No,,,,,,,,
2C4RDGBG4KR649355,7/4/2022,"116,396",329,Regular,16,$4.74,$73.69,No,,,,,,,,
2C4RDGBG4KR649355,7/7/2022,"117,256",306,Regular,14,$4.90,$70.88,No,,,,,,,,
2C4RDGBG4KR649355,7/11/2022,"117,579",323,Regular,15,$5.20,$76.66,No,,,,,,,,
2C4RDGBG4KR649355,7/13/2022,"117,915",336,Regular,16,$4.66,$73.69,No,,,,,,,,
2C4RDGBG4KR649355,7/15/2022,"118,214",299,Regular,14,$4.84,$67.14,No,,,,,,,,
2C4RDGBG4KR649355,7/19/2022,"118,564",350,Regular,15,$4.87,$72.79,No,,,,,,,,
2C4RDGBG4KR649355,7/21/2022,"118,892",328,Regular,16,$4.69,$73.01,No,,,,,,,,
2C4RDGBG7KR649351,7/5/2022,"166,077",347,Regular,14,$4.95,$70.00,No,,,,,,,,
2C4RDGBG7KR649351,7/6/2022,"166,416",339,Regular,13,$4.86,$63.99,No,,,,,,,,
2C4RDGBG7KR649351,7/7/2022,"166,763",347,Regular,14,$4.80,$68.99,No,,,,,,,,
2C4RDGBG7KR649351,7/8/2022,"167,083",320,Regular,13,$4.67,$60.00,No,,,,,,,,
2C4RDGBG7KR649351,7/11/2022,"167,500",417,Regular,15,$4.80,$72.00,No,,,,,,,,
2C4RDGBG7KR649351,7/13/2022,"167,842",342,Regular,16,$4.70,$73.01,No,,,,,,,,
2C4RDGBG7KR649351,7/14/2022,"168,065",202,Regular,9,$4.69,$41.99,No,,,,,,,,
2C4RDGBG7KR649351,7/15/2022,"168,097",32,Regular,3,$4.66,$13.00,No,,,,,,,,
2C4RDGBG7KR649351,7/19/2022,"168,492",395,Regular,16,$4.56,$72.00,No,,,,,,,,
2C4RDGBG7KR649351,7/20/2022,"168,743",251,Regular,10,$4.42,$43.94,No,,,,,,,,
2C4RDGBG7KR649351,7/22/2022,"169,101",358,Regular,16,$4.59,$74.99,No,,,,,,,,
2C4RDGBG4KR649260,7/1/2022,"28,730",131,Regular,8,$5.10,$39.00,No,,,,,,,,
2C4RDGBG4KR649260,7/20/2022,"29,008",278,Regular,16,$4.60,$75.50,No,,,,,,,,
2C4RDGBG8KR654459,7/8/2022,"66,766",341,Regular,15,$5.33,$80.45,No,,,,,,,,
2C4RDGBG8KR654459,7/14/2022,0,315,Regular,14,$5.36,$75.04,No,,,,,,,,
2C4RDGBG8KR654459,7/18/2022,"676,665",309,Regular,14,$4.50,$61.91,No,,,,,,,,
2C4RDGBG8KR654459,7/21/2022,"68,006",366,Regular,16,$5.04,$82.05,No,,,,,,,,
2C4RDGBG8KR649357,7/7/2022,"70,605",294,Regular,15,$5.53,$85.01,No,,,,,,,,
2C4RDGBG8KR649357,7/12/2022,"70,925",320,Regular,15,$5.30,$81.19,No,,,,,,,,
2C4RDGBG8KR649357,7/14/2022,"71,101",176,Regular,8,$5.33,$42.01,No,,,,,,,,
2C4RDGBG5KR649347,7/7/2022,"64,610",310,Regular,14,$4.56,$65.47,No,,,,,,,,
2C4RDGBG5KR649347,7/13/2022,"64,901",291,Regular,13,$4.40,$55.04,No,,,,,,,,
2C4RDGBG5KR649347,7/19/2022,"65,145",244,Regular,15,$4.16,$62.33,No,,,,,,,,
2C4RDGBG1KR649345,7/11/2022,"61,198",360,Regular,17,$4.48,$78.28,No,,,,,,,,
2C4RDGBG1KR649345,7/13/2022,"636,215",305,Regular,15,$4.39,$65.00,No,,,,,,,,
2C4RDGBG1KR649345,7/19/2022,"63,799",339,Regular,16,$4.90,$80.60,No,,,,,,,,
2C4RDGBGXKR649344,7/1/2022,"165,500",396,Regular,17,$5.00,$83.50,No,,,,,,,,
2C4RDGBGXKR649344,7/6/2022,"165,977",477,Regular,11,$4.70,$50.00,No,,,,,,,,
2C4RDGBGXKR649344,7/7/2022,"166,192",215,Regular,15,$4.98,$72.56,No,,,,,,,,
2C4RDGBGXKR649344,7/11/2022,"166,596",404,Regular,15,$4.46,$65.99,No,,,,,,,,
2C4RDGBGXKR649344,7/13/2022,"166,979",383,Regular,15,$4.57,$66.83,No,,,,,,,,
2C4RDGBGXKR649344,7/14/2022,"167,336",357,Regular,15,$4.50,$66.15,No,,,,,,,,
2C4RDGBGXKR649344,7/15/2022,"167,713",377,Regular,16,$4.50,$70.35,No,,,,,,,,
2C4RDGBG8KR649343,7/5/2022,"66,333",277,Regular,16,$4.38,$71.89,No,,,,,,,,
2C4RDGBG8KR649343,7/6/2022,"66,627",294,Regular,12,$4.16,$48.96,No,,,,,,,,
2C4RDGBG8KR649343,7/11/2022,"67,014",387,Regular,16,$4.40,$71.79,No,,,,,,,,
2C4RDGBG8KR649343,7/18/2022,"67,377",363,Regular,16,$4.09,$65.63,No,,,,,,,,
2C4RDGBG8KR649343,7/20/2022,"67,683",306,Regular,12,$3.94,$45.76,No,,,,,,,,
2C4RDGBG6KR649342,7/5/2022,0,328,Regular,16,$4.40,$69.23,No,,,,,,,,
2C4RDGBG6KR649342,7/19/2022,"70,857",333,Regular,16,$4.10,$65.30,No,,,,,,,,
2C4RDGBG6KR649342,7/22/2022,"71,171",314,Regular,16,$4.16,$65.62,No,,,,,,,,
2C4RDGBG6KR649437,7/5/2022,"86,096",318,Regular,15,$4.03,$62.02,No,,,,,,,,
2C4RDGBG6KR649437,7/6/2022,"87,123",327,Regular,16,$4.08,$64.60,No,,,,,,,,
2C4RDGBG6KR649437,7/8/2022,"87,471",348,Regular,14,$3.86,$54.01,No,,,,,,,,
2C4RDGBG6KR649437,7/12/2022,"87,711",240,Regular,12,$4.03,$50.00,No,,,,,,,,
2C4RDGBG6KR649437,7/14/2022,0,329,Regular,16,$3.87,$61.57,No,,,,,,,,
2C4RDGBG4KR649436,7/1/2022,"83,536",223,Regular,14,$5.53,$77.55,No,,,,,,,,
2C4RDGBG4KR649436,7/5/2022,"83,728",192,Regular,11,$5.30,$58.67,No,,,,,,,,
2C4RDGBG4KR649436,7/8/2022,"83,989",261,Regular,16,$5.26,$83.01,No,,,,,,,,
2C4RDGBG4KR649436,7/11/2022,"84,129",140,Regular,9,$5.40,$46.96,No,,,,,,,,
2C4RDGBG4KR649436,7/13/2022,"84,324",195,Regular,13,$5.36,$68.72,No,,,,,,,,
2C4RDGBG4KR649436,7/15/2022,"84,495",171,Regular,10,$5.32,$51.47,No,,,,,,,,
2C4RDGBG4KR649436,7/20/2022,"84,730",235,Regular,15,$5.17,$76.01,No,,,,,,,,
2C4RDGBG2KR649435,7/1/2022,"109,532",237,Regular,9,$6.60,$58.29,No,,,,,,,,
2C4RDGBG2KR649435,7/5/2022,"109,698",166,Regular,15,$6.15,$95.11,No,,,,,,,,
